Iteration,KMC Time,Bucket,monCount_A,monCount_B,seqCount_A,seqCount_B,seqLengths2_A,seqLengths2_B
17,1700.006229,3,222110,19721,12332,12300,7868548,43346
17,1700.006229,4,220441,20562,12711,12662,8096909,45318
17,1700.006229,5,219544,21959,13400,13340,7818628,49988
17,1700.006229,6,218582,23859,14114,14024,7620250,55833
17,1700.006229,7,216272,25182,14498,14468,6734156,61449
17,1700.006229,8,213549,27932,15652,15470,6320635,70898
17,1700.006229,9,211301,29135,15994,15968,5882670,76659
17,1700.006229,10,210706,32453,17248,17105,5562999,88423
17,1700.006229,11,205624,35138,17992,17840,5047387,101197
17,1700.006229,12,203370,39036,19092,18955,4639291,117281
17,1700.006229,13,198649,42827,20173,20012,4206476,138537
17,1700.006229,14,192675,46734,21013,20822,3698421,158602
17,1700.006229,15,190095,53753,22785,22521,3383128,193610
17,1700.006229,16,181555,60243,24029,23719,2940315,234483
17,1700.006229,17,172431,68322,25303,24934,2468346,288963
17,1700.006229,18,164851,77564,26549,26140,2133781,361612
17,1700.006229,19,152354,87845,27208,26747,1761765,461608
17,1700.006229,20,142011,100722,28568,28010,1468480,583819
17,1700.006229,21,128748,113074,28894,28437,1159310,735742
17,1700.006229,22,115300,126476,28764,28203,917513,925640
17,1700.006229,23,99470,141318,28371,27661,693052,1169731
17,1700.006229,24,85426,156368,27196,26575,515298,1486359
17,1700.006229,25,71776,170267,25432,24967,375421,1908641
17,1700.006229,26,59736,181754,23656,23200,273276,2353327
17,1700.006229,27,49065,192718,21308,20916,197370,2823955
17,1700.006229,28,39963,201832,19237,18874,140007,3420439
17,1700.006229,29,40306,196521,22415,24747,127952,6392047
18,1800.006254,0,228238,16528,10734,10527,1248681,30416
18,1800.006254,1,231751,17934,11824,11757,5130726,35974
18,1800.006254,2,230269,19445,12291,12254,7465336,41634
18,1800.006254,3,229421,20634,12862,12760,8251962,44651
18,1800.006254,4,227964,21441,13270,13164,8260404,47512
18,1800.006254,5,226632,23069,13900,13960,8007969,53100
18,1800.006254,6,225844,24865,14717,14626,7734553,59087
18,1800.006254,7,222707,26956,15382,15215,6822258,66321
18,1800.006254,8,220639,29090,16189,16202,6376605,74791
18,1800.006254,9,217580,31152,16914,16829,5971279,82927
18,1800.006254,10,216941,34425,17996,17832,5563378,94220
18,1800.006254,11,211235,37792,19150,18973,5094272,110815
18,1800.006254,12,208418,42259,20291,20135,4638682,131955
18,1800.006254,13,203497,46267,21286,21160,4107620,152989
18,1800.006254,14,196712,50951,22355,22069,3597399,178205
18,1800.006254,15,192433,59626,24410,24155,3296174,223380
18,1800.006254,16,182958,67112,25765,25389,2764341,276266
18,1800.006254,17,172942,76082,26807,26360,2333836,339527
18,1800.006254,18,163378,87302,28147,27629,1994978,437734
18,1800.006254,19,149840,98639,28805,28413,1592820,551529
18,1800.006254,20,137117,113788,29974,29359,1283480,716640
18,1800.006254,21,123066,127071,29804,29124,1017962,904657
18,1800.006254,22,106856,143113,29409,28899,764381,1168532
18,1800.006254,23,90982,158074,28298,27604,571929,1470230
18,1800.006254,24,76208,173865,26649,26169,407907,1893543
18,1800.006254,25,63417,186963,24509,24044,298497,2400199
18,1800.006254,26,51604,198043,22386,21844,209791,2866972
18,1800.006254,27,41859,208263,19948,19639,146907,3491852
18,1800.006254,28,34278,215713,17818,17472,106967,4193105
18,1800.006254,29,33492,211588,20135,23227,94372,8493601
19,1900.006298,0,235794,17075,11082,10891,1344004,31519
19,1900.006298,1,239204,18557,12237,12148,5472305,37240
19,1900.006298,2,237571,20268,12807,12701,7839894,43161
19,1900.006298,3,236671,21412,13276,13264,8462099,47108
19,1900.006298,4,235298,22236,13716,13732,8429606,49847
19,1900.006298,5,233733,24062,14504,14373,8391708,55151
19,1900.006298,6,232671,26145,15362,15291,7713309,62472
19,1900.006298,7,229332,28436,16134,16066,6954009,71150
19,1900.006298,8,227366,30478,16909,16835,6560998,78275
19,1900.006298,9,223639,33126,17734,17651,6002562,90134
19,1900.006298,10,222357,37097,19132,18863,5643229,104437
19,1900.006298,11,216823,40355,20021,19923,4946332,119277
19,1900.006298,12,213256,45572,21509,21358,4542081,146733
19,1900.006298,13,208066,49713,22459,22220,4101922,168812
19,1900.006298,14,199651,56154,23861,23628,3515506,201003
19,1900.006298,15,194378,65774,26061,25686,3158711,260168
19,1900.006298,16,184193,73918,27198,26791,2559751,315799
19,1900.006298,17,172531,84649,28280,27888,2187290,404516
19,1900.006298,18,160745,98081,29647,29185,1847504,529606
19,1900.006298,19,145892,110538,30423,29731,1449076,663918
19,1900.006298,20,132098,127036,30996,30423,1122379,864609
19,1900.006298,21,115092,143075,30492,29855,867175,1120401
19,1900.006298,22,98705,159395,29641,29025,648930,1455612
19,1900.006298,23,81940,175228,27831,27228,445912,1827939
19,1900.006298,24,68015,190099,25835,25278,332478,2381154
19,1900.006298,25,55350,203181,23437,23014,232890,2855955
19,1900.006298,26,44748,213012,20944,20544,161850,3484152
19,1900.006298,27,35777,222385,18494,18147,114022,4340305
19,1900.006298,28,28288,229805,15868,15587,80773,5050954
19,1900.006298,29,28323,224880,18168,22020,70222,11119353
20,2000.006736,0,243086,17588,11440,11234,1448579,32597
20,2000.006736,1,246404,19222,12646,12589,5775111,38630
20,2000.006736,2,244594,21052,13232,13133,8197443,44899
20,2000.006736,3,243820,22147,13733,13731,8792474,49237
20,2000.006736,4,242188,23116,14241,14211,8655198,51553
20,2000.006736,5,240706,25011,15008,14903,8556433,57506
20,2000.006736,6,239173,27413,15964,15857,7753343,66246
20,2000.006736,7,235627,30033,16987,16899,7144874,74866
20,2000.006736,8,233800,31848,17574,17467,6563027,83100
20,2000.006736,9,229689,34984,18534,18413,6029536,95689
20,2000.006736,10,227749,39557,20140,19999,5564789,113311
20,2000.006736,11,221567,43437,21136,20912,4984571,132405
20,2000.006736,12,218069,48576,22529,22401,4519580,159823
20,2000.006736,13,211902,53735,23812,23578,3964864,185472
20,2000.006736,14,201789,61833,25417,25005,3479596,232944
20,2000.006736,15,196182,71853,27567,27171,2890568,291797
20,2000.006736,16,184405,81557,28573,28229,2503075,372167
20,2000.006736,17,170585,94426,29898,29402,2057448,481260
20,2000.006736,18,158167,108471,31137,30619,1658686,621184
20,2000.006736,19,140830,123500,31516,30872,1272116,800818
20,2000.006736,20,125554,141404,31729,31123,993265,1053307
20,2000.006736,21,107847,158167,30863,30215,752248,1380264
20,2000.006736,22,89264,176721,29406,28715,525494,1765934
20,2000.006736,23,73706,191246,27058,26550,372793,2283382
20,2000.006736,24,60484,205529,24857,24304,261545,2825341
20,2000.006736,25,48542,217775,22186,21820,182866,3491768
20,2000.006736,26,38513,227088,19479,19110,126481,4198677
20,2000.006736,27,30635,235377,16770,16480,88867,5176369
20,2000.006736,28,23708,242243,14279,14050,60436,6103287
20,2000.006736,29,23924,237100,16372,20698,53509,14183788
21,2100.006835,0,250068,18122,11798,11566,1565631,33549
21,2100.006835,1,253336,19808,12977,12939,6048155,39901
21,2100.006835,2,251467,21672,13645,13602,8486649,46812
21,2100.006835,3,250611,22882,14181,14097,9023874,50536
21,2100.006835,4,248710,24033,14753,14744,8898219,54028
21,2100.006835,5,247078,26162,15675,15533,8875687,60575
21,2100.006835,6,245619,28540,16495,16393,7749903,68957
21,2100.006835,7,241829,31307,17558,17515,7199860,79303
21,2100.006835,8,239535,33594,18364,18226,6628023,88482
21,2100.006835,9,235072,37083,19395,19296,6043998,102734
21,2100.006835,10,233050,41801,21115,20987,5587386,122859
21,2100.006835,11,226280,46208,22174,21965,4965313,144177
21,2100.006835,12,222092,51993,23646,23467,4397998,174000
21,2100.006835,13,214780,58415,25208,24827,3916666,205063
21,2100.006835,14,203876,67282,26872,26588,3308025,265456
21,2100.006835,15,196990,78487,28906,28494,2819858,332527
21,2100.006835,16,183858,89670,29990,29513,2351049,427017
21,2100.006835,17,168539,103905,31453,30919,1904897,571503
21,2100.006835,18,154390,119739,32332,31698,1496701,724905
21,2100.006835,19,135381,136472,32487,31930,1132933,958638
21,2100.006835,20,118806,155721,32176,31401,875571,1273702
21,2100.006835,21,98865,174557,30873,30169,625518,1647094
21,2100.006835,22,81601,191868,28883,28246,434810,2150674
21,2100.006835,23,66542,205976,26056,25656,301686,2714896
21,2100.006835,24,53546,219952,23702,23221,209409,3398236
21,2100.006835,25,42507,231286,20929,20568,146899,4145178
21,2100.006835,26,33087,240113,17809,17449,98781,5031721
21,2100.006835,27,26051,247381,15283,15071,68456,6103099
21,2100.006835,28,20088,253389,12911,12681,46102,7269341
21,2100.006835,29,20184,248327,14457,19520,41747,17594300
22,2200.007467,0,256630,18630,12119,11889,1664602,34525
22,2200.007467,1,259971,20358,13359,13308,6395415,41214
22,2200.007467,2,257921,22375,14062,13999,8734183,48112
22,2200.007467,3,257168,23425,14505,14518,9293129,52192
22,2200.007467,4,254924,25007,15308,15173,9128398,56015
22,2200.007467,5,253175,27131,16165,16073,8954266,63449
22,2200.007467,6,251416,29870,17179,17133,7888040,73123
22,2200.007467,7,247885,32411,18106,17992,7133840,83063
22,2200.007467,8,244903,35356,19178,19057,6808089,93106
22,2200.007467,9,240239,39055,20200,19997,6095810,110582
22,2200.007467,10,238005,43954,21908,21823,5459999,130297
22,2200.007467,11,230198,49393,23331,23075,4946772,157445
22,2200.007467,12,226544,54750,24561,24377,4354150,187029
22,2200.007467,13,216771,63522,26663,26220,3850314,232344
22,2200.007467,14,205501,72774,28195,28021,3097591,294830
22,2200.007467,15,197476,85157,30203,29705,2721228,382424
22,2200.007467,16,181987,98636,31592,31047,2225804,497001
22,2200.007467,17,166046,113566,32583,32119,1739734,652929
22,2200.007467,18,149435,131838,33637,32845,1374330,857707
22,2200.007467,19,129901,149043,32981,32370,1012270,1132945
22,2200.007467,20,111357,170288,32501,31719,761144,1513558
22,2200.007467,21,91068,189525,30424,29797,521839,1964927
22,2200.007467,22,74319,206307,28049,27510,362210,2557865
22,2200.007467,23,59888,219716,25251,24690,253431,3166508
22,2200.007467,24,47617,233009,22464,22099,169996,4031360
22,2200.007467,25,37017,243946,19345,19010,117322,4783798
22,2200.007467,26,28771,251488,16403,16161,79144,6008047
22,2200.007467,27,22300,258330,13950,13720,53290,7015040
22,2200.007467,28,16887,263772,11406,11210,35734,8294788
22,2200.007467,29,17198,258387,12875,18462,32682,22055868
23,2300.009118,0,262738,19084,12425,12216,1761471,35575
23,2300.009118,1,265913,20941,13709,13585,6651388,42339
23,2300.009118,2,263969,22850,14368,14388,9020224,49308
23,2300.009118,3,263012,24181,14946,14885,9505303,53451
23,2300.009118,4,260640,25833,15776,15686,9431491,58276
23,2300.009118,5,258877,27982,16577,16502,8835190,66339
23,2300.009118,6,256736,31083,17809,17665,7987836,75955
23,2300.009118,7,253143,33719,18734,18674,7317328,86765
23,2300.009118,8,250218,36607,19758,19601,6777762,97417
23,2300.009118,9,244667,41159,21081,20987,6092624,119308
23,2300.009118,10,242217,46304,22739,22542,5486120,139823
23,2300.009118,11,234054,52138,24272,24021,4900339,168968
23,2300.009118,12,229620,58187,25679,25391,4324492,199876
23,2300.009118,13,218650,68181,27951,27621,3720938,260287
23,2300.009118,14,206664,78210,29398,28984,2991246,323654
23,2300.009118,15,197285,91890,31530,31048,2627696,430153
23,2300.009118,16,180380,106781,32681,32185,2053683,567952
23,2300.009118,17,162701,123457,33806,33227,1627528,745590
23,2300.009118,18,144641,143200,34497,33693,1234103,993861
23,2300.009118,19,123681,161847,33295,32664,907396,1332604
23,2300.009118,20,103692,184482,32418,31588,661638,1757736
23,2300.009118,21,84767,202373,30005,29511,445266,2290341
23,2300.009118,22,68046,219146,27146,26597,305972,2961917
23,2300.009118,23,54022,232148,24283,23719,211650,3707529
23,2300.009118,24,42392,244813,21151,20855,141300,4515062
23,2300.009118,25,32654,254792,18008,17745,94218,5711027
23,2300.009118,26,25125,261753,15216,14929,63992,6825325
23,2300.009118,27,19143,267991,12483,12336,42012,7912624
23,2300.009118,28,14574,272610,10306,10130,28611,9310087
23,2300.009118,29,14633,267537,11412,17437,25913,27159340
24,2400.009294,0,268391,19486,12697,12491,1854074,36421
24,2400.009294,1,271438,21465,14012,13920,6891223,43509
24,2400.009294,2,269484,23427,14745,14701,9256881,50424
24,2400.009294,3,268424,24776,15273,15255,9796882,54816
24,2400.009294,4,266059,26469,16128,16013,9598838,59744
24,2400.009294,5,263904,29030,17150,17084,8807690,69548
24,2400.009294,6,261634,32231,18387,18222,8198188,79717
24,2400.009294,7,258183,34742,19197,19130,7296413,89035
24,2400.009294,8,254818,38029,20333,20227,6783315,103273
24,2400.009294,9,248726,43144,21993,21809,6189302,125115
24,2400.009294,10,246153,48424,23493,23315,5405330,148030
24,2400.009294,11,238099,54160,24980,24860,4817861,180649
24,2400.009294,12,231553,62317,26922,26442,4289687,217848
24,2400.009294,13,220128,72757,29124,28767,3577199,283210
24,2400.009294,14,207551,83359,30513,30147,2883242,362588
24,2400.009294,15,196177,99060,32717,32161,2529535,482039
24,2400.009294,16,178178,115036,33860,33256,1944677,632494
24,2400.009294,17,159399,132809,34851,34253,1494316,848110
24,2400.009294,18,139829,154092,34792,34087,1132716,1138932
24,2400.009294,19,117772,173738,33739,33005,810117,1512910
24,2400.009294,20,97220,197056,32148,31383,570778,2051071
24,2400.009294,21,78198,214981,29243,28750,386179,2639415
24,2400.009294,22,62506,230748,26523,25952,261412,3376832
24,2400.009294,23,48775,243428,22992,22598,177837,4190554
24,2400.009294,24,37846,255405,19894,19532,119104,5154666
24,2400.009294,25,29192,264352,16846,16612,77733,6512028
24,2400.009294,26,22137,270731,13923,13660,52972,7531200
24,2400.009294,27,16669,276574,11484,11320,34099,8955917
24,2400.009294,28,12499,280733,9135,8981,23205,10189661
24,2400.009294,29,12531,275682,10123,16718,20718,33076561
25,2500.011196,0,273624,19882,12955,12753,1941620,37201
25,2500.011196,1,276436,21918,14303,14233,7121714,44727
25,2500.011196,2,274498,23985,15068,14954,9526672,50919
25,2500.011196,3,273366,25359,15624,15588,9946320,56747
25,2500.011196,4,271093,27072,16452,16426,9726182,61828
25,2500.011196,5,268464,29940,17625,17497,8870926,71465
25,2500.011196,6,266252,33188,18855,18776,8283550,82504
25,2500.011196,7,262514,35956,19758,19656,7376077,93020
25,2500.011196,8,258993,39413,20919,20742,6808452,107981
25,2500.011196,9,252649,44779,22684,22492,6126964,130726
25,2500.011196,10,249357,50762,24319,24172,5440246,159128
25,2500.011196,11,241206,56592,25773,25491,4778757,187301
25,2500.011196,12,233683,65760,27990,27587,4211000,238145
25,2500.011196,13,221558,76815,30019,29766,3421549,307346
25,2500.011196,14,207709,88778,31698,31173,2860826,396208
25,2500.011196,15,194926,105877,33794,33196,2365709,531993
25,2500.011196,16,176309,122400,34731,34179,1845104,718617
25,2500.011196,17,155228,142547,35689,34985,1379076,939644
25,2500.011196,18,135273,164193,35235,34438,1044697,1290309
25,2500.011196,19,111634,185504,33833,33067,725817,1717030
25,2500.011196,20,91154,208569,31643,31070,497376,2318531
25,2500.011196,21,72788,225968,28702,28082,336350,2999762
25,2500.011196,22,57598,241208,25496,25031,224198,3778567
25,2500.011196,23,44525,253247,22057,21674,153493,4697130
25,2500.011196,24,34097,264643,18745,18434,99138,5875660
25,2500.011196,25,26120,273041,15771,15490,67039,7265500
25,2500.011196,26,19689,278686,12816,12694,43157,8257239
25,2500.011196,27,14658,284175,10437,10251,28717,9803703
25,2500.011196,28,10839,287851,8215,8117,18843,11038689
25,2500.011196,29,10584,283236,8779,15809,16789,39810666
26,2600.012508,0,278221,20228,13182,12988,2018595,37946
26,2600.012508,1,281141,22298,14538,14467,7307479,45624
26,2600.012508,2,278894,24516,15374,15263,9788354,52178
26,2600.012508,3,277848,25885,15971,15915,10130476,58242
26,2600.012508,4,275416,27662,16758,16724,9811545,62865
26,2600.012508,5,272758,30719,18018,17896,8984731,73267
26,2600.012508,6,270251,34097,19285,19163,8236723,85305
26,2600.012508,7,266686,36777,20190,20159,7438379,96445
26,2600.012508,8,262398,41042,21574,21305,6902464,112274
26,2600.012508,9,256068,46336,23285,23134,6048889,136586
26,2600.012508,10,252547,52573,25025,24854,5461171,166632
26,2600.012508,11,243628,59086,26589,26302,4667096,200451
26,2600.012508,12,235172,69247,28854,28558,4194283,255479
26,2600.012508,13,222748,80679,31004,30611,3286868,330462
26,2600.012508,14,207659,93759,32595,32078,2782591,429386
26,2600.012508,15,193887,111956,34699,34115,2277704,584274
26,2600.012508,16,173727,130000,35749,35042,1756413,786407
26,2600.012508,17,151904,150858,36160,35524,1289003,1054725
26,2600.012508,18,129990,174381,35617,34798,949095,1428030
26,2600.012508,19,106194,195916,33528,32901,653534,1947588
26,2600.012508,20,86071,218682,31373,30600,443599,2567780
26,2600.012508,21,68242,235559,28040,27584,295808,3301122
26,2600.012508,22,53323,250440,24596,24070,201550,4227455
26,2600.012508,23,40530,262161,21066,20721,129133,5216645
26,2600.012508,24,31321,272454,17720,17428,87951,6528741
26,2600.012508,25,23571,280566,14752,14531,56098,7839577
26,2600.012508,26,17496,285876,11902,11719,36455,8958758
26,2600.012508,27,13041,290730,9511,9360,24196,10557717
26,2600.012508,28,9521,294218,7497,7381,15663,11994888
26,2600.012508,29,9014,289771,7611,15065,13839,47093131
27,2700.013316,0,282313,20499,13359,13169,2082530,38452
27,2700.013316,1,285099,22729,14828,14705,7533255,46468
27,2700.013316,2,282920,24894,15572,15558,9955881,53606
27,2700.013316,3,281822,26381,16293,16190,10264171,58920
27,2700.013316,4,279181,28345,17119,17024,9912222,64580
27,2700.013316,5,276577,31253,18254,18222,9004818,75516
27,2700.013316,6,273931,34920,19682,19516,8262231,87365
27,2700.013316,7,270182,37605,20603,20560,7560031,98628
27,2700.013316,8,265490,42413,22155,21979,6870179,118272
27,2700.013316,9,259214,47597,23762,23564,5997765,141036
27,2700.013316,10,254935,54562,25730,25459,5482071,174826
27,2700.013316,11,245973,61176,27246,26981,4671561,209862
27,2700.013316,12,236393,72495,29809,29442,4082646,272470
27,2700.013316,13,223646,84154,31754,31336,3209968,352081
27,2700.013316,14,207156,98710,33424,32933,2725468,464357
27,2700.013316,15,192709,117466,35566,34961,2175441,628182
27,2700.013316,16,171114,137044,36570,35879,1664643,857461
27,2700.013316,17,148764,158446,36484,35732,1214107,1150357
27,2700.013316,18,125517,183310,35824,35041,879050,1600932
27,2700.013316,19,101229,205291,33464,32764,584030,2119044
27,2700.013316,20,81696,227390,30716,30111,402181,2831675
27,2700.013316,21,64301,243946,27506,26985,263572,3623317
27,2700.013316,22,49339,258806,23717,23209,177303,4532781
27,2700.013316,23,37515,269658,20069,19807,113678,5765557
27,2700.013316,24,28606,279571,16862,16565,76141,7111062
27,2700.013316,25,21590,286909,13884,13646,49755,8348845
27,2700.013316,26,16060,291799,11170,11067,31555,9866514
27,2700.013316,27,11637,296521,8779,8618,20718,11241516
27,2700.013316,28,8347,299839,6685,6571,13550,12558838
27,2700.013316,29,7733,295434,6700,14454,11354,54755117
28,2800.015651,0,285928,20773,13537,13336,2150363,39005
28,2800.015651,1,288590,23081,15053,14934,7722174,47132
28,2800.015651,2,286466,25221,15748,15693,10047340,54297
28,2800.015651,3,285239,26776,16519,16533,10394638,60211
28,2800.015651,4,282499,28814,17379,17259,10002701,65707
28,2800.015651,5,279712,31974,18648,18530,9047254,77218
28,2800.015651,6,277031,35583,19988,19864,8342312,89633
28,2800.015651,7,273348,38394,20992,20868,7640231,101620
28,2800.015651,8,268292,43352,22583,22454,6807204,121487
28,2800.015651,9,261641,49061,24290,24088,5994661,146325
28,2800.015651,10,257374,55954,26194,25978,5370030,181017
28,2800.015651,11,247485,63543,27962,27607,4716726,219552
28,2800.015651,12,237493,75117,30596,30252,4017109,287103
28,2800.015651,13,224125,87572,32453,32047,3145773,374232
28,2800.015651,14,206674,103062,34187,33597,2689697,497197
28,2800.015651,15,191474,122534,36171,35595,2070561,673928
28,2800.015651,16,168687,143338,37232,36482,1586103,920427
28,2800.015651,17,145677,165304,36796,36020,1146335,1260986
28,2800.015651,18,121237,191420,35923,35123,819188,1714758
28,2800.015651,19,97134,213260,33165,32497,536114,2307242
28,2800.015651,20,77995,234990,30367,29724,365426,3092956
28,2800.015651,21,60828,251139,26793,26333,243393,3915144
28,2800.015651,22,46196,265874,22890,22484,156389,4886468
28,2800.015651,23,35249,275736,19382,19054,104059,6280346
28,2800.015651,24,26672,285340,16160,15905,66990,7553757
28,2800.015651,25,19795,292493,13087,12875,43368,8977199
28,2800.015651,26,14583,297109,10447,10323,27815,10275947
28,2800.015651,27,10749,301261,8215,8113,18461,12026773
28,2800.015651,28,7430,304569,6066,5924,11755,13177383
28,2800.015651,29,6621,300426,5880,13936,9220,62256676
29,2900.016365,0,289008,21010,13703,13471,2202768,39352
29,2900.016365,1,291604,23381,15233,15131,7883286,47874
29,2900.016365,2,289471,25535,15921,15892,10180766,55391
29,2900.016365,3,288211,27099,16731,16691,10532691,60672
29,2900.016365,4,285466,29220,17602,17507,10076258,66701
29,2900.016365,5,282388,32610,18915,18796,9115517,78931
29,2900.016365,6,279844,36162,20316,20235,8279714,92026
29,2900.016365,7,275964,38985,21242,21131,7657917,102717
29,2900.016365,8,270513,44532,23107,22873,6823649,124833
29,2900.016365,9,263858,50127,24625,24430,5992767,150225
29,2900.016365,10,259458,57253,26765,26514,5400392,188810
29,2900.016365,11,249010,65282,28460,28224,4632723,229748
29,2900.016365,12,238136,77880,31264,30862,3939363,300042
29,2900.016365,13,224466,90499,33114,32632,3119164,390625
29,2900.016365,14,206142,106918,34804,34222,2608794,525846
29,2900.016365,15,190095,127259,36862,36162,2022447,719953
29,2900.016365,16,166351,148951,37556,36904,1504596,986656
29,2900.016365,17,142667,171681,37158,36372,1095608,1340090
29,2900.016365,18,117734,198226,35803,34968,766883,1838632
29,2900.016365,19,93701,219980,32934,32301,501796,2497678
29,2900.016365,20,74952,241403,30002,29449,338113,3257821
29,2900.016365,21,58083,257285,26204,25680,224335,4192820
29,2900.016365,22,43630,271656,22203,21799,143525,5244154
29,2900.016365,23,33210,281128,18826,18470,92680,6693298
29,2900.016365,24,24908,290443,15373,15195,60899,8001977
29,2900.016365,25,18455,297209,12486,12326,38221,9466716
29,2900.016365,26,13540,301447,9925,9763,25111,11036439
29,2900.016365,27,9802,305527,7619,7502,16557,12314252
29,2900.016365,28,6597,308725,5476,5382,9977,13350129
29,2900.016365,29,5823,304561,5265,13482,7902,70023674
30,3000.017175,0,291698,21208,13833,13597,2249715,39737
30,3000.017175,1,294207,23654,15401,15316,8014114,48478
30,3000.017175,2,292100,25767,16050,16022,10253977,56070
30,3000.017175,3,290763,27427,16957,16899,10620970,61331
30,3000.017175,4,287988,29605,17810,17687,10134569,67731
30,3000.017175,5,284741,33120,19176,19072,9315440,80275
30,3000.017175,6,282335,36560,20482,20462,8167274,93358
30,3000.017175,7,278116,39667,21572,21357,7741301,105072
30,3000.017175,8,272514,45439,23497,23316,6770872,128062
30,3000.017175,9,265732,51093,24941,24754,6017015,154628
30,3000.017175,10,260969,58592,27260,26966,5396694,193552
30,3000.017175,11,250339,66905,28954,28710,4576819,236129
30,3000.017175,12,238815,80083,31727,31356,3846333,313917
30,3000.017175,13,224568,93254,33708,33128,3097919,408210
30,3000.017175,14,205506,110360,35330,34804,2546606,555168
30,3000.017175,15,188979,131259,37385,36733,1978501,758894
30,3000.017175,16,164706,153474,37893,37197,1435673,1038442
30,3000.017175,17,139714,177492,37389,36543,1054102,1420615
30,3000.017175,18,114601,204335,35834,35010,719917,1966800
30,3000.017175,19,90499,226004,32599,31967,470755,2638617
30,3000.017175,20,72475,246716,29614,29029,315998,3444452
30,3000.017175,21,55645,262642,25749,25246,208056,4440415
30,3000.017175,22,41388,276753,21529,21192,132327,5555229
30,3000.017175,23,31519,285684,18244,17899,86466,7006430
30,3000.017175,24,23651,294561,14886,14672,55392,8412276
30,3000.017175,25,17379,301197,11971,11823,35055,9911184
30,3000.017175,26,12603,305253,9411,9279,22904,11564559
30,3000.017175,27,9090,309111,7139,7042,14825,12627850
30,3000.017175,28,5906,312313,5008,4894,8805,13718725
30,3000.017175,29,5141,308086,4704,13148,6713,77341430
31,3100.017871,0,293933,21396,13961,13723,2289259,40013
31,3100.017871,1,296506,23864,15503,15417,8099937,48980
31,3100.017871,2,294320,25984,16195,16155,10355989,56481
31,3100.017871,3,293040,27691,17111,17038,10678674,61983
31,3100.017871,4,289990,29925,17977,17902,10245003,68790
31,3100.017871,5,286840,33567,19413,19302,9281230,81817
31,3100.017871,6,284455,36895,20660,20608,8276427,94149
31,3100.017871,7,279971,40367,21901,21676,7739140,107113
31,3100.017871,8,274126,46225,23766,23609,6741737,130750
31,3100.017871,9,267404,51880,25280,25101,6005342,158954
31,3100.017871,10,262245,59756,27601,27305,5363253,196580
31,3100.017871,11,251362,68346,29327,29002,4582197,242286
31,3100.017871,12,239486,81849,32288,31862,3782451,325800
31,3100.017871,13,224798,95563,34078,33702,3075071,426218
31,3100.017871,14,204961,113368,35874,35226,2484241,578195
31,3100.017871,15,187768,134894,37863,37113,1942625,791275
31,3100.017871,16,162916,157781,38177,37473,1381695,1097230
31,3100.017871,17,137358,182343,37477,36627,1011932,1491883
31,3100.017871,18,111774,209568,35779,35087,681501,2077321
31,3100.017871,19,88387,230535,32369,31726,449313,2761523
31,3100.017871,20,69957,251770,29295,28669,298816,3638679
31,3100.017871,21,53322,267329,25221,24697,194684,4582076
31,3100.017871,22,39828,280846,21107,20795,122957,5906714
31,3100.017871,23,30211,289505,17810,17554,79683,7431815
31,3100.017871,24,22403,298214,14318,14070,51907,8660914
31,3100.017871,25,16473,304530,11548,11358,32479,10224573
31,3100.017871,26,11920,308511,9002,8902,20802,11835106
31,3100.017871,27,8376,312228,6676,6581,13573,13139208
31,3100.017871,28,5413,315293,4648,4564,7745,14089746
31,3100.017871,29,4565,311100,4230,12864,5907,84041427
32,3200.018135,0,295873,21572,14085,13818,2339946,40269
32,3200.018135,1,298434,24013,15576,15544,8172439,49292
32,3200.018135,2,296240,26208,16354,16241,10471715,56940
32,3200.018135,3,294883,27885,17200,17164,10697455,62383
32,3200.018135,4,291848,30239,18140,18084,10344785,69933
32,3200.018135,5,288594,33891,19575,19472,9263747,82651
32,3200.018135,6,286225,37210,20857,20772,8279728,95156
32,3200.018135,7,281428,40954,22107,21896,7724252,108683
32,3200.018135,8,275744,46774,23984,23890,6782331,133538
32,3200.018135,9,268698,52702,25626,25364,6013490,161554
32,3200.018135,10,263385,60769,27879,27640,5350062,200631
32,3200.018135,11,252218,69576,29690,29394,4543868,250664
32,3200.018135,12,240016,83380,32681,32272,3734336,333951
32,3200.018135,13,224752,97686,34526,33952,3048729,439911
32,3200.018135,14,204589,115905,36199,35667,2439018,598049
32,3200.018135,15,186301,138430,38360,37475,1897133,824178
32,3200.018135,16,161667,161133,38391,37695,1358250,1137321
32,3200.018135,17,135109,186596,37512,36714,975574,1568799
32,3200.018135,18,109632,213853,35788,35030,648695,2155313
32,3200.018135,19,86185,234960,32143,31475,428919,2912728
32,3200.018135,20,68104,255654,28954,28342,284948,3785420
32,3200.018135,21,51438,271369,24778,24354,181872,4730012
32,3200.018135,22,38533,284211,20722,20427,116855,6247380
32,3200.018135,23,29035,292709,17349,17070,74629,7561622
32,3200.018135,24,21500,301351,13945,13744,48412,8940717
32,3200.018135,25,15762,307288,11189,11005,30480,10543256
32,3200.018135,26,11290,311189,8629,8534,19675,12473038
32,3200.018135,27,7834,314903,6346,6217,12439,13429436
32,3200.018135,28,4993,317816,4332,4267,6942,14070473
32,3200.018135,29,4059,313736,3782,12599,5147,90393480
33,3300.023367,0,297542,21686,14161,13905,2368655,40597
33,3300.023367,1,300054,24174,15667,15638,8256939,49593
33,3300.023367,2,297868,26389,16463,16355,10526457,57322
