Iteration,KMC Time,Bucket,monCount_A,monCount_B,seqCount_A,seqCount_B,seqLengths2_A,seqLengths2_B
33,3300.023367,3,296436,28121,17333,17269,10790626,62760
33,3300.023367,4,293364,30444,18280,18185,10362782,70777
33,3300.023367,5,290145,34156,19664,19603,9196162,83478
33,3300.023367,6,287630,37545,21038,20948,8321902,95348
33,3300.023367,7,282911,41321,22255,22100,7778148,110715
33,3300.023367,8,276971,47313,24231,24070,6780813,135371
33,3300.023367,9,269690,53413,25872,25599,6038236,164384
33,3300.023367,10,264582,61363,28066,27943,5289915,205674
33,3300.023367,11,252654,70937,30189,29670,4545381,255301
33,3300.023367,12,240400,84780,32964,32623,3706781,340637
33,3300.023367,13,224694,99529,34852,34324,3029253,452448
33,3300.023367,14,204291,117960,36607,35995,2386489,617436
33,3300.023367,15,185231,141352,38581,37796,1857078,851234
33,3300.023367,16,160320,164231,38575,37839,1331169,1175633
33,3300.023367,17,133229,190305,37626,36743,950558,1626252
33,3300.023367,18,107818,217419,35610,34923,622156,2249708
33,3300.023367,19,84345,238538,31963,31345,412960,2994317
33,3300.023367,20,66515,259035,28657,28070,272186,3897589
33,3300.023367,21,49981,274590,24501,24018,173916,4950419
33,3300.023367,22,37475,287085,20412,20094,111810,6444608
33,3300.023367,23,28050,295479,16975,16707,70212,7784114
33,3300.023367,24,20720,303841,13594,13410,45668,9117966
33,3300.023367,25,15093,309773,10829,10665,28715,10905222
33,3300.023367,26,10835,313435,8344,8252,18586,12626664
33,3300.023367,27,7355,317189,6049,5914,11466,13737618
33,3300.023367,28,4686,319870,4086,4027,6447,13962780
33,3300.023367,29,3688,315871,3448,12382,4631,96437777
34,3400.024184,0,298947,21790,14234,13987,2402045,40841
34,3400.024184,1,301412,24304,15748,15688,8301071,49864
34,3400.024184,2,299197,26525,16544,16486,10561898,57707
34,3400.024184,3,297716,28333,17466,17333,10899045,63105
34,3400.024184,4,294782,30635,18352,18303,10374842,71133
34,3400.024184,5,291366,34343,19781,19719,9196016,84325
34,3400.024184,6,288845,37876,21177,21072,8341032,96437
34,3400.024184,7,284088,41642,22404,22264,7790794,111442
34,3400.024184,8,277969,47781,24449,24216,6799697,137536
34,3400.024184,9,270700,53996,26076,25849,6018144,166569
34,3400.024184,10,265345,62089,28304,28074,5291688,207457
34,3400.024184,11,253119,71911,30452,30047,4511957,260661
34,3400.024184,12,240884,85882,33222,32833,3667836,347186
34,3400.024184,13,224685,101004,35099,34628,3012334,463716
34,3400.024184,14,203792,120005,36925,36273,2348161,633791
34,3400.024184,15,184299,143730,38877,38139,1837814,877657
34,3400.024184,16,159106,166922,38753,37959,1305827,1214068
34,3400.024184,17,131841,193229,37657,36870,920789,1667383
34,3400.024184,18,106169,220557,35490,34689,602239,2316332
34,3400.024184,19,82825,241561,31829,31213,400864,3091144
34,3400.024184,20,64996,262058,28354,27763,262319,4001195
34,3400.024184,21,48943,277158,24238,23811,165860,5111055
34,3400.024184,22,36505,289564,20094,19790,106798,6660422
34,3400.024184,23,27320,297705,16655,16407,67747,7853408
34,3400.024184,24,20001,306092,13290,13076,43472,9436558
34,3400.024184,25,14698,311692,10667,10505,27507,11378441
34,3400.024184,26,10380,315318,8054,7943,17579,12380202
34,3400.024184,27,7013,319060,5750,5683,10626,14061485
34,3400.024184,28,4432,321623,3943,3850,6042,14171130
34,3400.024184,29,3329,317738,3131,12182,4201,101609029
35,3500.025201,0,300147,21876,14293,14050,2424764,41060
35,3500.025201,1,302546,24424,15817,15751,8377019,50101
35,3500.025201,2,300375,26646,16617,16577,10565001,57957
35,3500.025201,3,298846,28443,17510,17390,10954910,63544
35,3500.025201,4,295745,30840,18463,18392,10366019,71437
35,3500.025201,5,292469,34557,19932,19820,9282172,85044
35,3500.025201,6,289868,38125,21314,21198,8383964,96938
35,3500.025201,7,285112,41860,22468,22399,7721153,112719
35,3500.025201,8,278865,48124,24574,24384,6782674,139046
35,3500.025201,9,271361,54602,26311,26010,6058899,168047
35,3500.025201,10,266052,62684,28472,28216,5263867,210612
35,3500.025201,11,253557,72674,30692,30339,4509635,265708
35,3500.025201,12,241048,86935,33505,33028,3620514,352427
35,3500.025201,13,224708,102268,35364,34889,2995264,471965
35,3500.025201,14,203385,121626,37159,36520,2346854,649015
35,3500.025201,15,183626,145692,38981,38256,1796379,899597
35,3500.025201,16,157945,169382,38930,38060,1284961,1236938
35,3500.025201,17,130631,195645,37673,36885,896690,1718243
35,3500.025201,18,104888,223050,35395,34687,587090,2364240
35,3500.025201,19,81551,244202,31754,31092,391718,3178254
35,3500.025201,20,63994,264291,28081,27574,252048,4079210
35,3500.025201,21,47791,279508,23958,23452,161777,5194183
35,3500.025201,22,35779,291544,19924,19638,103281,6872806
35,3500.025201,23,26782,299504,16377,16202,65210,8020182
35,3500.025201,24,19414,308000,13030,12815,41654,9672137
35,3500.025201,25,14276,313277,10444,10282,26321,11618542
35,3500.025201,26,10060,316919,7846,7718,16990,12577170
35,3500.025201,27,6717,320614,5581,5495,10068,14176158
35,3500.025201,28,4199,323122,3751,3671,5640,14133240
35,3500.025201,29,3070,319265,2894,12029,3827,106157875
36,3600.028853,0,301079,21943,14347,14106,2442876,41170
36,3600.028853,1,303527,24515,15867,15786,8428103,50265
36,3600.028853,2,301259,26763,16690,16648,10643372,58241
36,3600.028853,3,299860,28555,17572,17475,10907297,63954
36,3600.028853,4,296743,30950,18512,18462,10408749,71932
36,3600.028853,5,293205,34793,20050,19903,9288638,85269
36,3600.028853,6,290751,38296,21387,21286,8435105,97243
36,3600.028853,7,285978,42090,22582,22502,7700571,113933
36,3600.028853,8,279570,48459,24705,24512,6783751,139823
36,3600.028853,9,271929,55081,26482,26166,6060533,170531
36,3600.028853,10,266623,63099,28595,28343,5244818,212342
36,3600.028853,11,253821,73485,30958,30590,4525018,269554
36,3600.028853,12,241445,87668,33639,33233,3587376,358382
36,3600.028853,13,224453,103523,35654,35022,2974661,478485
36,3600.028853,14,203142,122928,37261,36755,2324090,658270
36,3600.028853,15,183017,147374,39201,38385,1769080,918142
36,3600.028853,16,157113,171206,38993,38164,1269008,1262938
36,3600.028853,17,129589,197809,37736,36963,879704,1762917
36,3600.028853,18,103574,225447,35273,34451,577143,2403938
36,3600.028853,19,80717,245999,31602,31079,378248,3226467
36,3600.028853,20,63053,266280,27978,27398,247070,4213650
36,3600.028853,21,46987,281382,23699,23263,157603,5290273
36,3600.028853,22,35102,293309,19730,19439,99516,6990133
36,3600.028853,23,26212,301120,16212,15917,63867,8151168
36,3600.028853,24,19039,309335,12834,12714,39615,9925668
36,3600.028853,25,14011,314678,10264,10105,25897,11715528
36,3600.028853,26,9728,318347,7612,7507,16264,12746171
36,3600.028853,27,6478,321884,5461,5349,9667,14152397
36,3600.028853,28,4046,324339,3589,3546,5281,14396645
36,3600.028853,29,2813,320526,2682,11853,3499,109999634
37,3700.030040,0,301874,22000,14380,14148,2456289,41273
37,3700.030040,1,304338,24601,15921,15821,8466365,50445
37,3700.030040,2,302068,26833,16742,16728,10683784,58584
37,3700.030040,3,300607,28658,17618,17523,10907316,64183
37,3700.030040,4,297471,31056,18575,18514,10442634,72320
37,3700.030040,5,294033,34960,20138,20016,9323338,85837
37,3700.030040,6,291384,38475,21477,21324,8450813,97174
37,3700.030040,7,286579,42296,22671,22560,7662335,114928
37,3700.030040,8,280172,48726,24811,24590,6808470,140614
37,3700.030040,9,272476,55483,26642,26369,6049313,171986
37,3700.030040,10,267154,63454,28691,28532,5258973,214626
37,3700.030040,11,254161,74062,31126,30645,4491362,270986
37,3700.030040,12,241379,88421,33801,33455,3565301,363552
37,3700.030040,13,224572,104440,35809,35194,2961493,484618
37,3700.030040,14,202808,124037,37423,36860,2312335,670926
37,3700.030040,15,182522,148678,39320,38523,1742821,934153
37,3700.030040,16,156405,172922,39080,38265,1255786,1284465
37,3700.030040,17,128481,199691,37789,36940,866777,1782315
37,3700.030040,18,102673,227178,35190,34440,569579,2467486
37,3700.030040,19,80041,247645,31491,30931,368539,3268366
37,3700.030040,20,62313,267891,27852,27293,243467,4276225
37,3700.030040,21,46269,282991,23481,23076,153346,5386473
37,3700.030040,22,34626,294564,19592,19280,96539,7037821
37,3700.030040,23,25716,302515,15944,15726,62050,8309392
37,3700.030040,24,18747,310564,12747,12547,38746,10128668
37,3700.030040,25,13739,315783,10126,9992,25372,11824049
37,3700.030040,26,9461,319442,7446,7322,15676,12792669
37,3700.030040,27,6283,322980,5308,5207,9256,14214583
37,3700.030040,28,3939,325315,3511,3462,5162,14477982
37,3700.030040,29,2617,321584,2508,11732,3231,113444480
38,3800.035874,0,302584,22051,14415,14188,2466697,41361
38,3800.035874,1,304958,24655,15950,15855,8477643,50695
38,3800.035874,2,302807,26910,16791,16768,10748868,58621
38,3800.035874,3,301196,28706,17646,17582,10936119,64545
38,3800.035874,4,298155,31179,18645,18564,10414162,72671
38,3800.035874,5,294528,35053,20183,20069,9328321,86086
38,3800.035874,6,291993,38653,21560,21407,8510977,97801
38,3800.035874,7,287127,42505,22781,22623,7673227,114977
38,3800.035874,8,280784,48915,24854,24686,6766185,141388
38,3800.035874,9,272746,55824,26803,26539,6054270,173978
38,3800.035874,10,267714,63619,28721,28571,5243717,216325
38,3800.035874,11,254259,74691,31295,30811,4490928,272967
38,3800.035874,12,241602,89049,33980,33584,3544149,367821
38,3800.035874,13,224479,105110,35901,35349,2947031,492285
38,3800.035874,14,202571,125143,37654,36955,2305779,676629
38,3800.035874,15,182096,149838,39381,38632,1731671,946930
38,3800.035874,16,155756,174171,39107,38380,1238059,1308433
38,3800.035874,17,127718,201246,37823,36882,857211,1810741
38,3800.035874,18,101941,228696,35075,34410,558027,2491769
38,3800.035874,19,79339,249022,31434,30830,363212,3327880
38,3800.035874,20,61616,269254,27734,27141,238874,4330106
38,3800.035874,21,45760,284273,23292,22920,150558,5430496
38,3800.035874,22,34184,295786,19451,19136,94687,7151576
38,3800.035874,23,25434,303525,15868,15643,61419,8402696
38,3800.035874,24,18412,311566,12605,12386,37848,10176513
38,3800.035874,25,13465,316821,9998,9837,24719,11923947
38,3800.035874,26,9287,320281,7319,7226,15131,12902954
38,3800.035874,27,6132,323919,5174,5101,8960,14201938
38,3800.035874,28,3817,326134,3428,3359,5011,14584872
38,3800.035874,29,2484,322472,2376,11639,3048,116468566
39,3900.037238,0,303166,22082,14430,14220,2471655,41454
39,3900.037238,1,305526,24714,15995,15886,8505848,50771
39,3900.037238,2,303316,26998,16845,16796,10793638,58750
39,3900.037238,3,301698,28747,17668,17621,10939100,64720
39,3900.037238,4,298710,31274,18684,18607,10432328,72883
39,3900.037238,5,295108,35144,20237,20151,9374107,86543
39,3900.037238,6,292401,38786,21629,21443,8461575,97927
39,3900.037238,7,287584,42630,22809,22644,7698970,115378
39,3900.037238,8,281201,49068,24941,24795,6744108,142046
39,3900.037238,9,273167,56096,26874,26623,6060317,175011
39,3900.037238,10,268003,63863,28817,28648,5225482,217619
39,3900.037238,11,254386,75182,31434,30913,4503708,275145
39,3900.037238,12,241751,89480,34102,33713,3517042,371191
39,3900.037238,13,224441,105820,35995,35431,2958257,496356
39,3900.037238,14,202340,125898,37765,37110,2277187,682311
39,3900.037238,15,181741,150795,39460,38700,1716869,956989
39,3900.037238,16,155322,175275,39183,38456,1226040,1323113
39,3900.037238,17,126874,202710,37834,36854,852020,1832516
39,3900.037238,18,101408,229807,35034,34361,550159,2538326
39,3900.037238,19,78852,250058,31345,30804,358482,3346564
39,3900.037238,20,61036,270531,27619,27026,235796,4419086
39,3900.037238,21,45259,285326,23151,22748,147339,5470872
39,3900.037238,22,33826,296724,19376,19067,93570,7229661
39,3900.037238,23,25158,304382,15754,15492,60452,8482651
39,3900.037238,24,18257,312345,12485,12352,37079,10321910
39,3900.037238,25,13211,317734,9858,9682,24015,12005749
39,3900.037238,26,9160,320969,7239,7138,14957,12967597
39,3900.037238,27,5975,324655,5069,4993,8641,14304675
39,3900.037238,28,3727,326849,3373,3296,4907,14724112
39,3900.037238,29,2356,323214,2255,11566,2876,118768160
40,4000.052985,0,303617,22114,14448,14238,2478743,41518
40,4000.052985,1,306001,24750,16021,15920,8514657,50879
40,4000.052985,2,303743,27039,16859,16821,10804498,58860
40,4000.052985,3,302228,28812,17714,17662,10987156,64918
40,4000.052985,4,299071,31350,18729,18618,10414584,72860
40,4000.052985,5,295551,35203,20263,20210,9389747,86989
40,4000.052985,6,292792,38940,21712,21498,8464539,98118
40,4000.052985,7,288038,42692,22837,22687,7714860,115754
40,4000.052985,8,281427,49261,25017,24851,6741088,142906
40,4000.052985,9,273538,56262,26909,26685,6057753,175793
40,4000.052985,10,268247,64189,28984,28689,5219617,217879
40,4000.052985,11,254529,75554,31526,31088,4518630,278352
40,4000.052985,12,241885,89780,34135,33791,3498753,373256
40,4000.052985,13,224373,106425,36102,35492,2939527,500456
40,4000.052985,14,202195,126528,37822,37194,2267090,687952
40,4000.052985,15,181518,151554,39542,38858,1701615,967893
40,4000.052985,16,154776,176347,39280,38415,1221583,1331100
40,4000.052985,17,126256,203791,37827,36856,842753,1850365
40,4000.052985,18,100923,230778,34959,34330,544198,2566963
40,4000.052985,19,78538,250930,31323,30808,354091,3369361
40,4000.052985,20,60462,271664,27499,26875,233367,4466479
40,4000.052985,21,44880,286125,23050,22664,145411,5524277
40,4000.052985,22,33563,297492,19287,18971,91820,7263865
40,4000.052985,23,24870,305244,15618,15384,59589,8585640
40,4000.052985,24,18106,312952,12438,12276,36523,10403488
40,4000.052985,25,12990,318420,9743,9556,23628,11972984
40,4000.052985,26,9089,321634,7182,7083,14811,13149938
40,4000.052985,27,5890,325209,4979,4937,8358,14338825
40,4000.052985,28,3617,327459,3301,3212,4781,14567778
40,4000.052985,29,2261,323806,2168,11518,2768,121083300
41,4100.053213,0,304000,22147,14466,14258,2484591,41547
41,4100.053213,1,306374,24778,16042,15947,8527940,50992
41,4100.053213,2,304138,27087,16885,16827,10827398,58925
41,4100.053213,3,302560,28863,17749,17694,10980288,65076
41,4100.053213,4,299466,31397,18761,18643,10440402,73017
41,4100.053213,5,295891,35252,20287,20249,9401194,87026
41,4100.053213,6,293118,39007,21725,21547,8450403,98789
41,4100.053213,7,288375,42825,22900,22735,7724291,115888
41,4100.053213,8,281826,49396,25076,24904,6747835,143544
41,4100.053213,9,273698,56441,26994,26739,6068130,176277
41,4100.053213,10,268449,64359,29007,28722,5192051,218411
41,4100.053213,11,254602,75863,31637,31197,4523650,280067
41,4100.053213,12,242024,90157,34210,33852,3492181,375255
41,4100.053213,13,224274,106853,36177,35553,2941892,503233
41,4100.053213,14,202163,127066,37910,37318,2241699,694777
41,4100.053213,15,181299,152165,39593,38915,1695794,976237
41,4100.053213,16,154289,177193,39351,38420,1218870,1342496
41,4100.053213,17,125804,204740,37760,36861,832569,1859922
41,4100.053213,18,100546,231556,34985,34363,542128,2593474
41,4100.053213,19,78089,251760,31225,30635,349627,3391779
41,4100.053213,20,60031,272439,27444,26843,230176,4497046
41,4100.053213,21,44626,286869,22953,22604,144515,5598238
41,4100.053213,22,33391,298164,19184,18912,90379,7284570
41,4100.053213,23,24600,305888,15572,15275,58959,8672763
41,4100.053213,24,18008,313499,12356,12236,36189,10484224
41,4100.053213,25,12817,318964,9649,9444,23207,11975074
41,4100.053213,26,8995,322155,7136,7027,14679,13354836
41,4100.053213,27,5789,325709,4922,4862,8193,14143419
41,4100.053213,28,3568,327939,3234,3175,4642,14618382
41,4100.053213,29,2172,324312,2091,11466,2676,122960883
42,4200.062241,0,304335,22180,14488,14275,2492785,41575
42,4200.062241,1,306707,24800,16053,15968,8536325,51094
42,4200.062241,2,304403,27125,16911,16834,10841697,58948
42,4200.062241,3,302946,28877,17750,17724,10977254,65186
42,4200.062241,4,299688,31476,18805,18661,10473131,73203
42,4200.062241,5,296197,35289,20302,20279,9414273,87100
42,4200.062241,6,293440,39078,21762,21604,8423519,99231
42,4200.062241,7,288631,42913,22940,22759,7721346,115907
42,4200.062241,8,282069,49505,25123,24949,6763890,144275
42,4200.062241,9,273899,56573,27043,26798,6063774,176456
42,4200.062241,10,268595,64562,29080,28769,5200795,219304
42,4200.062241,11,254699,76066,31693,31287,4507351,281657
42,4200.062241,12,242134,90458,34265,33895,3491409,376274
42,4200.062241,13,224204,107257,36268,35613,2936120,506547
42,4200.062241,14,202096,127493,37961,37386,2227197,700396
42,4200.062241,15,181071,152766,39705,38943,1697174,980966
42,4200.062241,16,153935,177875,39321,38431,1207408,1351679
42,4200.062241,17,125336,205533,37761,36852,828504,1867896
42,4200.062241,18,100264,232224,34964,34357,537117,2618557
42,4200.062241,19,77816,252394,31196,30614,348583,3406327
42,4200.062241,20,59664,273113,27366,26745,227704,4517664
42,4200.062241,21,44444,287423,22871,22592,142815,5654962
42,4200.062241,22,33222,298671,19157,18862,90295,7368231
42,4200.062241,23,24374,306421,15449,15167,57543,8699405
42,4200.062241,24,17935,313949,12329,12210,35977,10532483
42,4200.062241,25,12649,319491,9553,9341,22809,12053690
42,4200.062241,26,8890,322640,7078,6965,14551,13363845
42,4200.062241,27,5728,326093,4873,4815,8085,14163659
42,4200.062241,28,3505,328351,3195,3124,4539,14547357
42,4200.062241,29,2113,324766,2025,11437,2587,124574546
43,4300.089619,0,304630,22200,14501,14289,2497880,41620
43,4300.089619,1,306969,24834,16071,15981,8555442,51150
43,4300.089619,2,304637,27140,16925,16847,10853707,58973
43,4300.089619,3,303219,28906,17765,17745,10973583,65250
43,4300.089619,4,299927,31519,18821,18689,10465319,73279
43,4300.089619,5,296435,35330,20329,20288,9426996,87282
43,4300.089619,6,293640,39129,21788,21634,8433329,99549
43,4300.089619,7,288818,43008,22995,22796,7720595,116048
43,4300.089619,8,282273,49584,25158,24975,6783297,144405
43,4300.089619,9,274049,56706,27092,26835,6061245,177069
43,4300.089619,10,268789,64672,29093,28810,5186832,219690
43,4300.089619,11,254748,76279,31761,31350,4492910,283411
43,4300.089619,12,242208,90665,34311,33959,3493645,377349
43,4300.089619,13,224181,107598,36312,35657,2937723,508385
43,4300.089619,14,202003,127834,38011,37450,2217026,702868
43,4300.089619,15,180893,153226,39736,38960,1686244,985485
43,4300.089619,16,153682,178454,39375,38499,1203247,1366089
43,4300.089619,17,124952,206174,37761,36799,826155,1871176
43,4300.089619,18,100026,232748,34941,34341,533557,2631570
43,4300.089619,19,77579,252925,31184,30620,346461,3426308
43,4300.089619,20,59393,273641,27274,26689,225019,4537248
43,4300.089619,21,44256,287922,22811,22516,142167,5702115
43,4300.089619,22,33060,299123,19120,18794,89616,7392206
43,4300.089619,23,24222,306800,15388,15117,56936,8713719
43,4300.089619,24,17842,314385,12293,12153,35659,10602134
43,4300.089619,25,12563,319811,9488,9313,22633,12139142
43,4300.089619,26,8805,322999,7021,6908,14321,13401432
43,4300.089619,27,5689,326409,4842,4782,8034,14171666
43,4300.089619,28,3438,328722,3151,3071,4460,14497392
43,4300.089619,29,2068,325104,1974,11410,2524,125837999
44,4400.098889,0,304844,22223,14522,14299,2504435,41644
44,4400.098889,1,307217,24845,16070,16000,8559978,51195
44,4400.098889,2,304814,27164,16944,16857,10885749,59038
44,4400.098889,3,303468,28944,17790,17754,10975311,65271
44,4400.098889,4,300118,31558,18845,18713,10465821,73288
44,4400.098889,5,296666,35357,20335,20299,9454978,87473
44,4400.098889,6,293821,39178,21806,21664,8402532,99787
44,4400.098889,7,289017,43061,23026,22824,7724797,116184
44,4400.098889,8,282351,49696,25200,25027,6778539,144795
44,4400.098889,9,274280,56777,27100,26861,6068751,177664
44,4400.098889,10,268886,64818,29150,28821,5165847,219772
44,4400.098889,11,254839,76467,31807,31421,4505868,284089
44,4400.098889,12,242179,90789,34354,33980,3485576,378877
44,4400.098889,13,224196,107894,36339,35740,2927223,510141
44,4400.098889,14,201923,128139,38073,37455,2222951,705912
44,4400.098889,15,180764,153653,39772,39005,1676903,990756
44,4400.098889,16,153477,178938,39401,38507,1196201,1373010
44,4400.098889,17,124657,206627,37710,36843,822369,1876329
44,4400.098889,18,99767,233223,34970,34272,530654,2640718
44,4400.098889,19,77356,253424,31137,30618,344557,3448108
44,4400.098889,20,59189,274126,27242,26635,223657,4558412
44,4400.098889,21,44092,288296,22777,22444,141397,5727539
44,4400.098889,22,32892,299511,19079,18742,89189,7408570
44,4400.098889,23,24151,307164,15313,15111,56401,8784856
44,4400.098889,24,17760,314663,12251,12104,35441,10604584
44,4400.098889,25,12487,320148,9467,9281,22447,12245375
44,4400.098889,26,8723,323348,6966,6852,14180,13369248
44,4400.098889,27,5655,326664,4809,4758,7948,14291435
44,4400.098889,28,3388,328999,3104,3021,4391,14385085
44,4400.098889,29,2023,325403,1939,11383,2477,126931092
45,4500.100011,0,305026,22245,14541,14317,2513425,41708
45,4500.100011,1,307411,24853,16072,16001,8558753,51227
45,4500.100011,2,305005,27191,16958,16867,10887217,59001
45,4500.100011,3,303641,28949,17795,17771,10982815,65368
45,4500.100011,4,300233,31585,18862,18712,10484308,73334
45,4500.100011,5,296905,35403,20352,20314,9450296,87533
45,4500.100011,6,293944,39233,21840,21689,8405060,99925
45,4500.100011,7,289149,43101,23031,22841,7727852,116268
45,4500.100011,8,282547,49725,25213,25067,6778050,145154
45,4500.100011,9,274332,56851,27137,26882,6055778,178330
45,4500.100011,10,268966,64960,29203,28855,5177381,219920
45,4500.100011,11,254993,76571,31807,31449,4504067,284897
45,4500.100011,12,242206,90977,34402,34015,3476182,379420
45,4500.100011,13,224136,108124,36408,35784,2932132,511485
45,4500.100011,14,201876,128407,38094,37508,2209518,708951
45,4500.100011,15,180665,153940,39800,39047,1676566,992951
45,4500.100011,16,153259,179330,39409,38500,1192547,1380103
45,4500.100011,17,124466,207048,37698,36838,818118,1884966
45,4500.100011,18,99492,233741,34973,34242,529061,2652183
45,4500.100011,19,77258,253631,31099,30601,343777,3457303
45,4500.100011,20,59002,274530,27194,26625,221711,4586150
45,4500.100011,21,43924,288707,22778,22392,141375,5753207
45,4500.100011,22,32776,299803,19032,18718,88318,7455466
45,4500.100011,23,24059,307449,15276,15044,56124,8749641
45,4500.100011,24,17691,314962,12230,12081,35199,10641245
45,4500.100011,25,12410,320403,9393,9244,22140,12298325
45,4500.100011,26,8665,323566,6956,6812,14140,13386733
45,4500.100011,27,5634,326921,4772,4742,7933,14462053
45,4500.100011,28,3348,329245,3066,2988,4300,14292403
45,4500.100011,29,1983,325632,1909,11357,2427,127779089
46,4600.111200,0,305187,22253,14546,14323,2514295,41734
46,4600.111200,1,307555,24868,16084,16009,8565698,51237
46,4600.111200,2,305156,27207,16968,16884,10901722,59040
46,4600.111200,3,303762,28963,17804,17773,10972755,65390
46,4600.111200,4,300403,31631,18886,18728,10493607,73437
46,4600.111200,5,296991,35427,20356,20321,9451758,87556
46,4600.111200,6,294104,39246,21857,21710,8394874,100085
46,4600.111200,7,289261,43146,23046,22857,7747633,116387
46,4600.111200,8,282646,49770,25229,25085,6776869,145390
46,4600.111200,9,274506,56915,27152,26907,6045698,178559
46,4600.111200,10,268991,65058,29251,28880,5182459,220021
46,4600.111200,11,255045,76658,31801,31473,4501359,285941
46,4600.111200,12,242252,91141,34463,34046,3474347,379696
46,4600.111200,13,224062,108324,36430,35794,2928987,513263
46,4600.111200,14,201823,128607,38138,37528,2203984,710457
46,4600.111200,15,180583,154158,39803,39094,1674557,995156
46,4600.111200,16,153088,179621,39388,38516,1188177,1386676
46,4600.111200,17,124292,207390,37705,36827,816478,1889011
46,4600.111200,18,99344,234070,34999,34246,528087,2661352
46,4600.111200,19,77119,253981,31099,30564,342064,3470835
46,4600.111200,20,58843,274843,27144,26612,220706,4598027
46,4600.111200,21,43878,288899,22746,22383,140952,5814558
46,4600.111200,22,32663,300067,18991,18680,88066,7421420
46,4600.111200,23,23975,307664,15262,15016,55752,8808975
46,4600.111200,24,17598,315232,12205,12022,35156,10605388
46,4600.111200,25,12371,320639,9332,9225,21935,12282984
46,4600.111200,26,8633,323731,6927,6794,14029,13519749
46,4600.111200,27,5592,327132,4765,4708,7900,14489354
46,4600.111200,28,3320,329426,3042,2964,4273,14244125
46,4600.111200,29,1959,325819,1881,11354,2393,128495329
47,4700.122582,0,305315,22261,14548,14333,2516280,41774
47,4700.122582,1,307674,24882,16094,16011,8580331,51262
47,4700.122582,2,305285,27218,16971,16897,10902010,59062
47,4700.122582,3,303856,28980,17818,17787,10977554,65464
47,4700.122582,4,300535,31641,18895,18736,10481472,73500
47,4700.122582,5,297127,35458,20376,20315,9469148,87494
47,4700.122582,6,294216,39251,21841,21744,8397280,100220
47,4700.122582,7,289355,43191,23068,22858,7732461,116465
47,4700.122582,8,282717,49820,25264,25109,6780995,145588
47,4700.122582,9,274548,56954,27164,26900,6060141,178543
47,4700.122582,10,269113,65129,29251,28913,5169595,220143
47,4700.122582,11,255101,76712,31832,31531,4498167,287126
47,4700.122582,12,242221,91329,34528,34023,3476921,380012
47,4700.122582,13,224095,108418,36428,35834,2926738,513995
47,4700.122582,14,201731,128873,38182,37553,2200573,712559
47,4700.122582,15,180491,154357,39819,39131,1669804,998821
47,4700.122582,16,152969,179849,39388,38507,1186452,1389787
47,4700.122582,17,124162,207721,37727,36853,813497,1896261
47,4700.122582,18,99206,234274,34942,34241,526818,2666164
47,4700.122582,19,76987,254270,31100,30524,341342,3476835
47,4700.122582,20,58723,275085,27140,26570,220053,4610434
47,4700.122582,21,43809,289102,22701,22372,140391,5829317
47,4700.122582,22,32529,300322,18969,18628,87957,7437743
47,4700.122582,23,23955,307845,15228,15016,55232,8851393
47,4700.122582,24,17563,315408,12170,12005,35039,10618485
47,4700.122582,25,12320,320832,9337,9190,21951,12262822
47,4700.122582,26,8597,323865,6894,6773,13898,13555205
47,4700.122582,27,5570,327307,4738,4689,7846,14516089
47,4700.122582,28,3297,329564,3025,2949,4265,14176345
47,4700.122582,29,1935,325969,1862,11341,2359,129170323
48,4800.156177,0,305420,22270,14553,14340,2517837,41796
48,4800.156177,1,307778,24890,16098,16018,8583338,51295
48,4800.156177,2,305383,27223,16974,16899,10899326,59067
48,4800.156177,3,303962,28987,17823,17793,10987719,65505
48,4800.156177,4,300587,31684,18912,18744,10480942,73474
48,4800.156177,5,297259,35458,20377,20327,9470939,87656
48,4800.156177,6,294291,39275,21856,21753,8419671,100236
48,4800.156177,7,289453,43222,23086,22865,7715631,116521
48,4800.156177,8,282803,49846,25264,25126,6783530,145637
48,4800.156177,9,274626,56981,27179,26928,6056978,178797
48,4800.156177,10,269119,65199,29268,28923,5179888,220334
48,4800.156177,11,255147,76797,31870,31560,4488349,287592
48,4800.156177,12,242273,91425,34534,34039,3468976,380626
48,4800.156177,13,224014,108574,36462,35865,2929495,515482
48,4800.156177,14,201673,128954,38176,37547,2195888,713366
48,4800.156177,15,180460,154563,39869,39135,1667909,999413
48,4800.156177,16,152872,180017,39372,38518,1183607,1391823
48,4800.156177,17,124056,207976,37730,36875,812575,1902511
48,4800.156177,18,99113,234497,34942,34238,525954,2677771
48,4800.156177,19,76860,254463,31080,30492,341149,3476159
48,4800.156177,20,58597,275323,27124,26543,219121,4611043
48,4800.156177,21,43748,289282,22687,22354,140185,5846917
48,4800.156177,22,32491,300485,18926,18628,87509,7472252
48,4800.156177,23,23899,308001,15216,14971,54996,8830453
48,4800.156177,24,17515,315523,12149,11996,34963,10642393
48,4800.156177,25,12294,321021,9329,9181,21893,12290269
48,4800.156177,26,8575,323993,6876,6758,13795,13608373
48,4800.156177,27,5534,327453,4713,4656,7835,14439503
48,4800.156177,28,3286,329683,3017,2940,4237,14211302
48,4800.156177,29,1915,326090,1839,11325,2336,129677267
49,4900.180562,0,305510,22273,14554,14344,2518161,41803
49,4900.180562,1,307848,24900,16104,16021,8588269,51307
49,4900.180562,2,305479,27232,16978,16904,10906525,59158
